,Text Type,API Name,File Name,Dataset,ai_score,human_score,Error_message
4202,Human,Originality,,PHX_TASK3hum,0.065,0.935,
4203,Human,Originality,,PHX_TASK3hum,0.0043,0.9957,
4204,Human,Originality,,PHX_TASK3hum,0.0018,0.9982,
4205,Human,Originality,,PHX_TASK3hum,0.0118,0.9882,
4206,Human,Originality,,PHX_TASK3hum,0.0034,0.9966,
4207,Human,Originality,,PHX_TASK3hum,0.0042,0.9958,
4208,Human,Originality,,PHX_TASK3hum,0.0205,0.9795,
4209,Human,Originality,,PHX_TASK3hum,0.0849,0.9151,
4210,Human,Originality,,PHX_TASK3hum,0.0371,0.9629,
4211,Human,Originality,,PHX_TASK3hum,0.0487,0.9513,
4212,Human,Originality,,PHX_TASK3hum,0.009,0.991,
4213,Human,Originality,,PHX_TASK3hum,0.0196,0.9804,
4214,Human,Originality,,PHX_TASK3hum,0.0083,0.9917,
4215,Human,Originality,,PHX_TASK3hum,0.0019,0.9981,
4216,Human,Originality,,PHX_TASK3hum,0.035,0.965,
4217,Human,Originality,,PHX_TASK3hum,0.0089,0.9911,
4218,Human,Originality,,PHX_TASK3hum,0.0087,0.9913,
4219,Human,Originality,,PHX_TASK3hum,0.0494,0.9506,
4220,Human,Originality,,PHX_TASK3hum,0.0096,0.9904,
4221,Human,Originality,,PHX_TASK3hum,0.0806,0.9194,
4222,Human,Originality,,PHX_TASK3hum,0.0045,0.9955,
4223,Human,Originality,,PHX_TASK3hum,0.0104,0.9896,
4224,Human,Originality,,PHX_TASK3hum,0.057,0.943,
4225,Human,Originality,,PHX_TASK3hum,0.1061,0.8939,
4226,Human,Originality,,PHX_TASK3hum,0.0139,0.9861,
4227,Human,Originality,,PHX_TASK3hum,0.0174,0.9826,
4228,Human,Originality,,PHX_TASK3hum,0.0041,0.9959,
4229,Human,Originality,,PHX_TASK3hum,0.0068,0.9932,
4230,Human,Originality,,PHX_TASK3hum,0.0246,0.9754,
4231,Human,Originality,,PHX_TASK3hum,0.0194,0.9806,
4232,Human,Originality,,PHX_TASK3hum,0.0219,0.9781,
4233,Human,Originality,,PHX_TASK3hum,0.015,0.985,
4234,Human,Originality,,PHX_TASK3hum,0.0161,0.9839,
4235,Human,Originality,,PHX_TASK3hum,0.0107,0.9893,
4236,Human,Originality,,PHX_TASK3hum,0.0112,0.9888,
4237,Human,Originality,,PHX_TASK3hum,0.0058,0.9942,
4238,Human,Originality,,PHX_TASK3hum,0.0093,0.9907,
4239,Human,Originality,,PHX_TASK3hum,0.0351,0.9649,
4240,Human,Originality,,PHX_TASK3hum,0.0163,0.9837,
4241,Human,Originality,,PHX_TASK3hum,0.3389,0.6611,
4242,Human,Originality,,PHX_TASK3hum,0.0074,0.9926,
4243,Human,Originality,,PHX_TASK3hum,0.004,0.996,
4244,Human,Originality,,PHX_TASK3hum,0.0043,0.9957,
4245,Human,Originality,,PHX_TASK3hum,0.034,0.966,
4246,Human,Originality,,PHX_TASK3hum,0.0121,0.9879,
4247,Human,Originality,,PHX_TASK3hum,0.0031,0.9969,
4248,Human,Originality,,PHX_TASK3hum,0.0114,0.9886,
4249,Human,Originality,,PHX_TASK3hum,0.0281,0.9719,
4250,Human,Originality,,PHX_TASK3hum,0.0091,0.9909,
4251,Human,Originality,,PHX_TASK3hum,0.0392,0.9608,
4252,Human,Originality,,PHX_TASK3hum,0.0076,0.9924,
4253,Human,Originality,,PHX_TASK3hum,0.0169,0.9831,
4254,Human,Originality,,PHX_TASK3hum,0.0213,0.9787,
4255,Human,Originality,,PHX_TASK3hum,0.0043,0.9957,
4256,Human,Originality,,PHX_TASK3hum,0.0285,0.9715,
4257,Human,Originality,,PHX_TASK3hum,0.0157,0.9843,
4258,Human,Originality,,PHX_TASK3hum,0.0228,0.9772,
4259,Human,Originality,,PHX_TASK3hum,0.0064,0.9936,
4260,Human,Originality,,PHX_TASK3hum,0.011,0.989,
4261,Human,Originality,,PHX_TASK3hum,0.0089,0.9911,
4262,Human,Originality,,PHX_TASK3hum,0.0361,0.9639,
4263,Human,Originality,,PHX_TASK3hum,0.0045,0.9955,
4264,Human,Originality,,PHX_TASK3hum,0.006,0.994,
4265,Human,Originality,,PHX_TASK3hum,0.0115,0.9885,
4266,Human,Originality,,PHX_TASK3hum,0.004,0.996,
4267,Human,Originality,,PHX_TASK3hum,0.007,0.993,
4268,Human,Originality,,PHX_TASK3hum,0.0157,0.9843,
4269,Human,Originality,,PHX_TASK3hum,0.007,0.993,
4270,Human,Originality,,PHX_TASK3hum,0.0083,0.9917,
4271,Human,Originality,,PHX_TASK3hum,0.0062,0.9938,
4272,Human,Originality,,PHX_TASK3hum,0.0032,0.9968,
4273,Human,Originality,,PHX_TASK3hum,0.0076,0.9924,
4274,Human,Originality,,PHX_TASK3hum,0.8457,0.1543,
4275,Human,Originality,,PHX_TASK3hum,0.0079,0.9921,
4276,Human,Originality,,PHX_TASK3hum,0.0105,0.9895,
4277,Human,Originality,,PHX_TASK3hum,0.0388,0.9612,
4278,Human,Originality,,PHX_TASK3hum,0.0118,0.9882,
4279,Human,Originality,,PHX_TASK3hum,0.0129,0.9871,
4280,Human,Originality,,PHX_TASK3hum,0.0018,0.9982,
4281,Human,Originality,,PHX_TASK3hum,0.0057,0.9943,
4282,Human,Originality,,PHX_TASK3hum,0.0327,0.9673,
4283,Human,Originality,,PHX_TASK3hum,0.0822,0.9178,
4284,Human,Originality,,PHX_TASK3hum,0.0442,0.9558,
4285,Human,Originality,,PHX_TASK3hum,0.0598,0.9402,
4286,Human,Originality,,PHX_TASK3hum,0.0242,0.9758,
4287,Human,Originality,,PHX_TASK3hum,0.0065,0.9935,
4288,Human,Originality,,PHX_TASK3hum,0.0104,0.9896,
4289,Human,Originality,,PHX_TASK3hum,0.0138,0.9862,
4290,Human,Originality,,PHX_TASK3hum,0.0074,0.9926,
4291,Human,Originality,,PHX_TASK3hum,0.0027,0.9973,
4292,Human,Originality,,PHX_TASK3hum,0.0093,0.9907,
4293,Human,Originality,,PHX_TASK3hum,0.0098,0.9902,
4294,Human,Originality,,PHX_TASK3hum,0.0139,0.9861,
4295,Human,Originality,,PHX_TASK3hum,0.0012,0.9988,
4296,Human,Originality,,PHX_TASK3hum,0.0094,0.9906,
4297,Human,Originality,,PHX_TASK3hum,0.0273,0.9727,
4298,Human,Originality,,PHX_TASK3hum,0.0096,0.9904,
4299,Human,Originality,,PHX_TASK3hum,0.1117,0.8883,
4300,Human,Originality,,PHX_TASK3hum,0.0027,0.9973,
4301,Human,Originality,,PHX_TASK3hum,0.0375,0.9625,
4302,Human,Originality,,PHX_TASK3hum,0.0208,0.9792,
4303,Human,Originality,,PHX_TASK3hum,0.0104,0.9896,
4304,Human,Originality,,PHX_TASK3hum,0.0026,0.9974,
4305,Human,Originality,,PHX_TASK3hum,0.0795,0.9205,
4306,Human,Originality,,PHX_TASK3hum,0.1841,0.8159,
4307,Human,Originality,,PHX_TASK3hum,0.0698,0.9302,
4308,Human,Originality,,PHX_TASK3hum,0.0845,0.9155,
4309,Human,Originality,,PHX_TASK3hum,0.0139,0.9861,
4310,Human,Originality,,PHX_TASK3hum,0.9753,0.0247,
4311,Human,Originality,,PHX_TASK3hum,0.0142,0.9858,
4312,Human,Originality,,PHX_TASK3hum,0.0303,0.9697,
4313,Human,Originality,,PHX_TASK3hum,0.0104,0.9896,
4314,Human,Originality,,PHX_TASK3hum,0.0446,0.9554,
4315,Human,Originality,,PHX_TASK3hum,0.1024,0.8976,
4316,Human,Originality,,PHX_TASK3hum,0.0039,0.9961,
4317,Human,Originality,,PHX_TASK3hum,0.0129,0.9871,
4318,Human,Originality,,PHX_TASK3hum,0.0035,0.9965,
4319,Human,Originality,,PHX_TASK3hum,0.1915,0.8085,
4320,Human,Originality,,PHX_TASK3hum,0.0076,0.9924,
4321,Human,Originality,,PHX_TASK3hum,0.0023,0.9977,
4322,Human,Originality,,PHX_TASK3hum,0.0069,0.9931,
4323,Human,Originality,,PHX_TASK3hum,0.0344,0.9656,
4324,Human,Originality,,PHX_TASK3hum,0.0074,0.9926,
4325,Human,Originality,,PHX_TASK3hum,0.0023,0.9977,
4326,Human,Originality,,PHX_TASK3hum,0.0102,0.9898,
4327,Human,Originality,,PHX_TASK3hum,0.6699,0.3300999999999999,
4328,Human,Originality,,PHX_TASK3hum,0.019,0.981,
4329,Human,Originality,,PHX_TASK3hum,0.0015,0.9985,
4330,Human,Originality,,PHX_TASK3hum,0.0053,0.9947,
4331,Human,Originality,,PHX_TASK3hum,0.0046,0.9954,
4332,Human,Originality,,PHX_TASK3hum,0.0446,0.9554,
4333,Human,Originality,,PHX_TASK3hum,0.0029,0.9971,
4334,Human,Originality,,PHX_TASK3hum,0.0032,0.9968,
4335,Human,Originality,,PHX_TASK3hum,0.0043,0.9957,
4336,Human,Originality,,PHX_TASK3hum,0.0047,0.9953,
4337,Human,Originality,,PHX_TASK3hum,0.0118,0.9882,
4338,Human,Originality,,PHX_TASK3hum,0.0024,0.9976,
4339,Human,Originality,,PHX_TASK3hum,0.008,0.992,
4340,Human,Originality,,PHX_TASK3hum,0.0265,0.9735,
4341,Human,Originality,,PHX_TASK3hum,0.0569,0.9431,
4342,Human,Originality,,PHX_TASK3hum,0.9888,0.0111999999999999,
4343,Human,Originality,,PHX_TASK3hum,0.0227,0.9773,
4344,Human,Originality,,PHX_TASK3hum,0.0133,0.9867,
4345,Human,Originality,,PHX_TASK3hum,0.0104,0.9896,
4346,Human,Originality,,PHX_TASK3hum,0.1602,0.8398,
4347,Human,Originality,,PHX_TASK3hum,0.0211,0.9789,
4348,Human,Originality,,PHX_TASK3hum,0.0296,0.9704,
4349,Human,Originality,,PHX_TASK3hum,0.3101,0.6899,
4350,Human,Originality,,PHX_TASK3hum,0.9829,0.0171,
4351,Human,Originality,,PHX_TASK3hum,0.0204,0.9796,
4352,Human,Originality,,PHX_TASK3hum,0.2683,0.7317,
4353,Human,Originality,,PHX_TASK3hum,0.005,0.995,
4354,Human,Originality,,PHX_TASK3hum,0.0045,0.9955,
4355,Human,Originality,,PHX_TASK3hum,0.0068,0.9932,
4356,Human,Originality,,PHX_TASK3hum,0.0287,0.9713,
4357,Human,Originality,,PHX_TASK3hum,0.0196,0.9804,
4358,Human,Originality,,PHX_TASK3hum,0.0095,0.9905,
4359,Human,Originality,,PHX_TASK3hum,0.0216,0.9784,
4360,Human,Originality,,PHX_TASK3hum,0.0365,0.9635,
4361,Human,Originality,,PHX_TASK3hum,0.0168,0.9832,
4362,Human,Originality,,PHX_TASK3hum,0.0083,0.9917,
4363,Human,Originality,,PHX_TASK3hum,0.0029,0.9971,
4364,Human,Originality,,PHX_TASK3hum,0.007,0.993,
4365,Human,Originality,,PHX_TASK3hum,0.0041,0.9959,
4366,Human,Originality,,PHX_TASK3hum,0.0309,0.9691,
4367,Human,Originality,,PHX_TASK3hum,0.0181,0.9819,
4368,Human,Originality,,PHX_TASK3hum,0.0074,0.9926,
4369,Human,Originality,,PHX_TASK3hum,0.021,0.979,
4370,Human,Originality,,PHX_TASK3hum,0.0053,0.9947,
4371,Human,Originality,,PHX_TASK3hum,0.0335,0.9665,
4372,Human,Originality,,PHX_TASK3hum,0.0119,0.9881,
4373,Human,Originality,,PHX_TASK3hum,0.0073,0.9927,
4374,Human,Originality,,PHX_TASK3hum,0.0146,0.9854,
4375,Human,Originality,,PHX_TASK3hum,0.6634,0.3366,
4376,Human,Originality,,PHX_TASK3hum,0.0117,0.9883,
4377,Human,Originality,,PHX_TASK3hum,0.0208,0.9792,
4378,Human,Originality,,PHX_TASK3hum,0.0148,0.9852,
4379,Human,Originality,,PHX_TASK3hum,0.0361,0.9639,
4380,Human,Originality,,PHX_TASK3hum,0.0379,0.9621,
4381,Human,Originality,,PHX_TASK3hum,0.0117,0.9883,
4382,Human,Originality,,PHX_TASK3hum,0.0057,0.9943,
4383,Human,Originality,,PHX_TASK3hum,0.0018,0.9982,
4384,Human,Originality,,PHX_TASK3hum,0.0026,0.9974,
4385,Human,Originality,,PHX_TASK3hum,0.0204,0.9796,
4386,Human,Originality,,PHX_TASK3hum,0.0065,0.9935,
4387,Human,Originality,,PHX_TASK3hum,0.3265,0.6735,
4388,Human,Originality,,PHX_TASK3hum,0.0285,0.9715,
4389,Human,Originality,,PHX_TASK3hum,0.0017,0.9983,
4390,Human,Originality,,PHX_TASK3hum,0.0152,0.9848,
4391,Human,Originality,,PHX_TASK3hum,0.0039,0.9961,
4392,Human,Originality,,PHX_TASK3hum,0.0042,0.9958,
4393,Human,Originality,,PHX_TASK3hum,0.0057,0.9943,
4394,Human,Originality,,PHX_TASK3hum,0.0025,0.9975,
4395,Human,Originality,,PHX_TASK3hum,0.0217,0.9783,
4396,Human,Originality,,PHX_TASK3hum,0.4005,0.5994999999999999,
4397,Human,Originality,,PHX_TASK3hum,0.3425,0.6575,
4398,Human,Originality,,PHX_TASK3hum,0.0038,0.9962,
4399,Human,Originality,,PHX_TASK3hum,0.0023,0.9977,
4400,Human,Originality,,PHX_TASK3hum,0.0066,0.9934,
4401,Human,Originality,,PHX_TASK3hum,0.0064,0.9936,
4402,Human,Originality,,PHX_TASK3hum,0.0244,0.9756,
4403,Human,Originality,,PHX_TASK3hum,0.0208,0.9792,
4404,Human,Originality,,PHX_TASK3hum,0.015,0.985,
4405,Human,Originality,,PHX_TASK3hum,0.0069,0.9931,
4406,Human,Originality,,PHX_TASK3hum,0.0029,0.9971,
4407,Human,Originality,,PHX_TASK3hum,0.004,0.996,
4408,Human,Originality,,PHX_TASK3hum,0.0042,0.9958,
4409,Human,Originality,,PHX_TASK3hum,0.0042,0.9958,
4410,Human,Originality,,PHX_TASK3hum,0.0105,0.9895,
4411,Human,Originality,,PHX_TASK3hum,0.0151,0.9849,
4412,Human,Originality,,PHX_TASK3hum,0.0064,0.9936,
4413,Human,Originality,,PHX_TASK3hum,0.0287,0.9713,
4414,Human,Originality,,PHX_TASK3hum,0.1397,0.8603000000000001,
4415,Human,Originality,,PHX_TASK3hum,0.0333,0.9667,
4416,Human,Originality,,PHX_TASK3hum,0.0106,0.9894,
4417,Human,Originality,,PHX_TASK3hum,0.0066,0.9934,
4418,Human,Originality,,PHX_TASK3hum,0.0155,0.9845,
4419,Human,Originality,,PHX_TASK3hum,0.0315,0.9685,
4420,Human,Originality,,PHX_TASK3hum,0.0045,0.9955,
4421,Human,Originality,,PHX_TASK3hum,0.003,0.997,
4422,Human,Originality,,PHX_TASK3hum,0.0282,0.9718,
4423,Human,Originality,,PHX_TASK3hum,0.014,0.986,
4424,Human,Originality,,PHX_TASK3hum,0.0124,0.9876,
4425,Human,Originality,,PHX_TASK3hum,0.0508,0.9492,
4426,Human,Originality,,PHX_TASK3hum,0.1862,0.8138,
4427,Human,Originality,,PHX_TASK3hum,0.0025,0.9975,
4428,Human,Originality,,PHX_TASK3hum,0.0058,0.9942,
4429,Human,Originality,,PHX_TASK3hum,0.0069,0.9931,
4430,Human,Originality,,PHX_TASK3hum,0.012,0.988,
4431,Human,Originality,,PHX_TASK3hum,0.0019,0.9981,
4432,Human,Originality,,PHX_TASK3hum,0.0042,0.9958,
4433,Human,Originality,,PHX_TASK3hum,0.0161,0.9839,
4434,Human,Originality,,PHX_TASK3hum,0.0233,0.9767,
4435,Human,Originality,,PHX_TASK3hum,0.0145,0.9855,
4436,Human,Originality,,PHX_TASK3hum,0.0023,0.9977,
4437,Human,Originality,,PHX_TASK3hum,0.5921,0.4079,
4438,Human,Originality,,PHX_TASK3hum,0.9944,0.0056,
4439,Human,Originality,,PHX_TASK3hum,0.0527,0.9473,
4440,Human,Originality,,PHX_TASK3hum,0.0143,0.9857,
4441,Human,Originality,,PHX_TASK3hum,0.0203,0.9797,
4442,Human,Originality,,PHX_TASK3hum,0.0134,0.9866,
4443,Human,Originality,,PHX_TASK3hum,0.0513,0.9487,
4444,Human,Originality,,PHX_TASK3hum,0.0152,0.9848,
4445,Human,Originality,,PHX_TASK3hum,0.047,0.953,
4446,Human,Originality,,PHX_TASK3hum,0.0406,0.9594,
4447,Human,Originality,,PHX_TASK3hum,0.0095,0.9905,
4448,Human,Originality,,PHX_TASK3hum,0.0541,0.9459,
4449,Human,Originality,,PHX_TASK3hum,0.0286,0.9714,
4450,Human,Originality,,PHX_TASK3hum,0.0053,0.9947,
4451,Human,Originality,,PHX_TASK3hum,0.0114,0.9886,
4452,Human,Originality,,PHX_TASK3hum,0.0355,0.9645,
4453,Human,Originality,,PHX_TASK3hum,0.0151,0.9849,
4454,Human,Originality,,PHX_TASK3hum,0.0152,0.9848,
4455,Human,Originality,,PHX_TASK3hum,0.0147,0.9853,
4456,Human,Originality,,PHX_TASK3hum,0.005,0.995,
4457,Human,Originality,,PHX_TASK3hum,0.0034,0.9966,
4458,Human,Originality,,PHX_TASK3hum,0.0127,0.9873,
4459,Human,Originality,,PHX_TASK3hum,0.0091,0.9909,
4460,Human,Originality,,PHX_TASK3hum,0.0803,0.9197,
4461,Human,Originality,,PHX_TASK3hum,0.0125,0.9875,
4462,Human,Originality,,PHX_TASK3hum,0.747,0.253,
4463,Human,Originality,,PHX_TASK3hum,0.0366,0.9634,
4464,Human,Originality,,PHX_TASK3hum,0.0591,0.9409,
4465,Human,Originality,,PHX_TASK3hum,0.0032,0.9968,
4466,Human,Originality,,PHX_TASK3hum,0.0032,0.9968,
4467,Human,Originality,,PHX_TASK3hum,0.0242,0.9758,
4468,Human,Originality,,PHX_TASK3hum,0.0025,0.9975,
4469,Human,Originality,,PHX_TASK3hum,0.0137,0.9863,
4470,Human,Originality,,PHX_TASK3hum,0.0065,0.9935,
4471,Human,Originality,,PHX_TASK3hum,0.038,0.962,
4472,Human,Originality,,PHX_TASK3hum,0.016,0.984,
4473,Human,Originality,,PHX_TASK3hum,0.0239,0.9761,
4474,Human,Originality,,PHX_TASK3hum,0.0602,0.9398,
4475,Human,Originality,,PHX_TASK3hum,0.1247,0.8753,
4476,Human,Originality,,PHX_TASK3hum,0.4275,0.5725,
4477,Human,Originality,,PHX_TASK3hum,0.0262,0.9738,
4478,Human,Originality,,PHX_TASK3hum,0.0029,0.9971,
4479,Human,Originality,,PHX_TASK3hum,0.0149,0.9851,
4480,Human,Originality,,PHX_TASK3hum,0.0018,0.9982,
4481,Human,Originality,,PHX_TASK3hum,0.0094,0.9906,
4482,Human,Originality,,PHX_TASK3hum,0.0061,0.9939,
4483,Human,Originality,,PHX_TASK3hum,0.111,0.889,
4484,Human,Originality,,PHX_TASK3hum,0.0096,0.9904,
4485,Human,Originality,,PHX_TASK3hum,0.0055,0.9945,
4486,Human,Originality,,PHX_TASK3hum,0.0022,0.9978,
4487,Human,Originality,,PHX_TASK3hum,0.0553,0.9447,
4488,Human,Originality,,PHX_TASK3hum,0.0034,0.9966,
4489,Human,Originality,,PHX_TASK3hum,0.0026,0.9974,
4490,Human,Originality,,PHX_TASK3hum,0.0165,0.9835,
4491,Human,Originality,,PHX_TASK3hum,0.006,0.994,
4492,Human,Originality,,PHX_TASK3hum,0.0076,0.9924,
4493,Human,Originality,,PHX_TASK3hum,0.0024,0.9976,
4494,Human,Originality,,PHX_TASK3hum,0.0081,0.9919,
4495,Human,Originality,,PHX_TASK3hum,0.0094,0.9906,
4496,Human,Originality,,PHX_TASK3hum,0.0127,0.9873,
4497,Human,Originality,,PHX_TASK3hum,0.0744,0.9256,
4498,Human,Originality,,PHX_TASK3hum,0.6974,0.3026,
4499,Human,Originality,,PHX_TASK3hum,0.0235,0.9765,
4500,AI,Originality,,PHX_TASK3gpt,0.9995,0.0004999999999999,
4501,AI,Originality,,PHX_TASK3gpt,0.99,0.01,
4502,AI,Originality,,PHX_TASK3gpt,0.9984,0.0016,
4503,AI,Originality,,PHX_TASK3gpt,0.9995,0.0004999999999999,
4504,AI,Originality,,PHX_TASK3gpt,1.0,0.0,
4505,AI,Originality,,PHX_TASK3gpt,1.0,0.0,
4506,AI,Originality,,PHX_TASK3gpt,0.9813,0.0187,
4507,AI,Originality,,PHX_TASK3gpt,0.9944,0.0056,
4508,AI,Originality,,PHX_TASK3gpt,0.9987,0.0012999999999999,
4509,AI,Originality,,PHX_TASK3gpt,0.9971,0.0029,
4510,AI,Originality,,PHX_TASK3gpt,0.2164,0.7836,
4511,AI,Originality,,PHX_TASK3gpt,0.9716,0.0283999999999999,
4512,AI,Originality,,PHX_TASK3gpt,0.946,0.054,
4513,AI,Originality,,PHX_TASK3gpt,0.9947,0.0052999999999999,
4514,AI,Originality,,PHX_TASK3gpt,0.9648,0.0352,
4515,AI,Originality,,PHX_TASK3gpt,0.9998,0.0001999999999999,
4516,AI,Originality,,PHX_TASK3gpt,0.7095,0.2905,
4517,AI,Originality,,PHX_TASK3gpt,0.9983,0.0017,
4518,AI,Originality,,PHX_TASK3gpt,0.1808,0.8192,
4519,AI,Originality,,PHX_TASK3gpt,0.6784,0.3216,
4520,AI,Originality,,PHX_TASK3gpt,1.0,0.0,
4521,AI,Originality,,PHX_TASK3gpt,0.9995,0.0004999999999999,
4522,AI,Originality,,PHX_TASK3gpt,1.0,0.0,
4523,AI,Originality,,PHX_TASK3gpt,1.0,0.0,
4524,AI,Originality,,PHX_TASK3gpt,1.0,0.0,
4525,AI,Originality,,PHX_TASK3gpt,0.9993,0.0007,
4526,AI,Originality,,PHX_TASK3gpt,1.0,0.0,
4527,AI,Originality,,PHX_TASK3gpt,1.0,0.0,
4528,AI,Originality,,PHX_TASK3gpt,1.0,0.0,
4529,AI,Originality,,PHX_TASK3gpt,1.0,0.0,
4530,AI,Originality,,PHX_TASK3gpt,1.0,0.0,
4531,AI,Originality,,PHX_TASK3gpt,0.9995,0.0004999999999999,
4532,AI,Originality,,PHX_TASK3gpt,1.0,0.0,
4533,AI,Originality,,PHX_TASK3gpt,0.9999,9.9999999999989e-05,
4534,AI,Originality,,PHX_TASK3gpt,0.9995,0.0004999999999999,
4535,AI,Originality,,PHX_TASK3gpt,0.9999,9.9999999999989e-05,
4536,AI,Originality,,PHX_TASK3gpt,1.0,0.0,
4537,AI,Originality,,PHX_TASK3gpt,1.0,0.0,
4538,AI,Originality,,PHX_TASK3gpt,0.9997,0.0002999999999999,
4539,AI,Originality,,PHX_TASK3gpt,0.9186,0.0814,
4540,AI,Originality,,PHX_TASK3gpt,0.7282,0.2718,
4541,AI,Originality,,PHX_TASK3gpt,1.0,0.0,
4542,AI,Originality,,PHX_TASK3gpt,0.9999,9.9999999999989e-05,
4543,AI,Originality,,PHX_TASK3gpt,0.9997,0.0002999999999999,
4544,AI,Originality,,PHX_TASK3gpt,0.9999,9.9999999999989e-05,
4545,AI,Originality,,PHX_TASK3gpt,1.0,0.0,
4546,AI,Originality,,PHX_TASK3gpt,0.9792,0.0208,
4547,AI,Originality,,PHX_TASK3gpt,0.9999,9.9999999999989e-05,
4548,AI,Originality,,PHX_TASK3gpt,1.0,0.0,
4549,AI,Originality,,PHX_TASK3gpt,0.9998,0.0001999999999999,
4550,AI,Originality,,PHX_TASK3gpt,0.9999,9.9999999999989e-05,
4551,AI,Originality,,PHX_TASK3gpt,0.9957,0.0042999999999999,
4552,AI,Originality,,PHX_TASK3gpt,0.9525,0.0474999999999999,
4553,AI,Originality,,PHX_TASK3gpt,0.96,0.04,
4554,AI,Originality,,PHX_TASK3gpt,0.9998,0.0001999999999999,
4555,AI,Originality,,PHX_TASK3gpt,0.9992,0.0008,
4556,AI,Originality,,PHX_TASK3gpt,0.999,0.001,
4557,AI,Originality,,PHX_TASK3gpt,1.0,0.0,
4558,AI,Originality,,PHX_TASK3gpt,1.0,0.0,
4559,AI,Originality,,PHX_TASK3gpt,0.9999,9.9999999999989e-05,
4560,AI,Originality,,PHX_TASK3gpt,1.0,0.0,
4561,AI,Originality,,PHX_TASK3gpt,0.9999,9.9999999999989e-05,
4562,AI,Originality,,PHX_TASK3gpt,0.9997,0.0002999999999999,
4563,AI,Originality,,PHX_TASK3gpt,0.9988,0.0011999999999999,
4564,AI,Originality,,PHX_TASK3gpt,0.9733,0.0266999999999999,
4565,AI,Originality,,PHX_TASK3gpt,1.0,0.0,
4566,AI,Originality,,PHX_TASK3gpt,0.9681,0.0319,
4567,AI,Originality,,PHX_TASK3gpt,1.0,0.0,
4568,AI,Originality,,PHX_TASK3gpt,0.999,0.001,
4569,AI,Originality,,PHX_TASK3gpt,0.9997,0.0002999999999999,
4570,AI,Originality,,PHX_TASK3gpt,0.9997,0.0002999999999999,
4571,AI,Originality,,PHX_TASK3gpt,0.9212,0.0787999999999999,
4572,AI,Originality,,PHX_TASK3gpt,0.9999,9.9999999999989e-05,
4573,AI,Originality,,PHX_TASK3gpt,0.9991,0.0009,
4574,AI,Originality,,PHX_TASK3gpt,0.9952,0.0048,
4575,AI,Originality,,PHX_TASK3gpt,0.9999,9.9999999999989e-05,
4576,AI,Originality,,PHX_TASK3gpt,0.9892,0.0108,
4577,AI,Originality,,PHX_TASK3gpt,0.9998,0.0001999999999999,
4578,AI,Originality,,PHX_TASK3gpt,0.9886,0.0113999999999999,
4579,AI,Originality,,PHX_TASK3gpt,0.9998,0.0001999999999999,
4580,AI,Originality,,PHX_TASK3gpt,0.9994,0.0006,
4581,AI,Originality,,PHX_TASK3gpt,0.9997,0.0002999999999999,
4582,AI,Originality,,PHX_TASK3gpt,0.996,0.004,
4583,AI,Originality,,PHX_TASK3gpt,1.0,0.0,
4584,AI,Originality,,PHX_TASK3gpt,1.0,0.0,
4585,AI,Originality,,PHX_TASK3gpt,0.9999,9.9999999999989e-05,
4586,AI,Originality,,PHX_TASK3gpt,0.9998,0.0001999999999999,
4587,AI,Originality,,PHX_TASK3gpt,0.9913,0.0087,
4588,AI,Originality,,PHX_TASK3gpt,1.0,0.0,
4589,AI,Originality,,PHX_TASK3gpt,0.9956,0.0043999999999999,
4590,AI,Originality,,PHX_TASK3gpt,0.9996,0.0003999999999999,
4591,AI,Originality,,PHX_TASK3gpt,0.9346,0.0654,
4592,AI,Originality,,PHX_TASK3gpt,0.999,0.001,
4593,AI,Originality,,PHX_TASK3gpt,0.6973,0.3026999999999999,
4594,AI,Originality,,PHX_TASK3gpt,0.9999,9.9999999999989e-05,
4595,AI,Originality,,PHX_TASK3gpt,1.0,0.0,
4596,AI,Originality,,PHX_TASK3gpt,1.0,0.0,
4597,AI,Originality,,PHX_TASK3gpt,0.9996,0.0003999999999999,
4598,AI,Originality,,PHX_TASK3gpt,0.9992,0.0008,
4599,AI,Originality,,PHX_TASK3gpt,0.9999,9.9999999999989e-05,
4600,AI,Originality,,PHX_TASK3gpt,0.9991,0.0009,
4601,AI,Originality,,PHX_TASK3gpt,0.9921,0.0079,
4602,AI,Originality,,PHX_TASK3gpt,0.9989,0.0010999999999999,
4603,AI,Originality,,PHX_TASK3gpt,1.0,0.0,
4604,AI,Originality,,PHX_TASK3gpt,0.8334,0.1665999999999999,
4605,AI,Originality,,PHX_TASK3gpt,1.0,0.0,
4606,AI,Originality,,PHX_TASK3gpt,1.0,0.0,
4607,AI,Originality,,PHX_TASK3gpt,0.1716,0.8284,
4608,AI,Originality,,PHX_TASK3gpt,1.0,0.0,
4609,AI,Originality,,PHX_TASK3gpt,0.9996,0.0003999999999999,
4610,AI,Originality,,PHX_TASK3gpt,0.9131,0.0868999999999999,
4611,AI,Originality,,PHX_TASK3gpt,0.9758,0.0242,
4612,AI,Originality,,PHX_TASK3gpt,0.9664,0.0335999999999999,
4613,AI,Originality,,PHX_TASK3gpt,1.0,0.0,
4614,AI,Originality,,PHX_TASK3gpt,1.0,0.0,
4615,AI,Originality,,PHX_TASK3gpt,1.0,0.0,
4616,AI,Originality,,PHX_TASK3gpt,1.0,0.0,
4617,AI,Originality,,PHX_TASK3gpt,0.9996,0.0003999999999999,
